"md_id","busi_date","region_name","org_level","total_orders","process_orders","pending_orders","night_orders","cancelled_orders","avg_response_time","avg_finish_time","first_contact_resolved","escalation_cnt","repeat_cnt","online_channel_cnt","phone_channel_cnt","email_channel_cnt","mobile_app_cnt","alert_timeout_sign_orders","alert_timeout_process_orders","alert_repeat_exceed_orders","alert_sentiment_keyword_orders","high_priority_cnt","medium_priority_cnt","low_priority_cnt","overdue_pct","satisfaction_score","handler_cnt","bot_handled_cnt","handover_cnt","top_keyword_1","top_keyword_1_cnt","top_keyword_2","top_keyword_2_cnt","top_keyword_3","top_keyword_3_cnt","early_response_orders","late_response_orders","avg_wait_time_user","repeat_user_cnt","first_time_user_cnt","multi_channel_user_cnt","escalated_user_cnt","followup_orders","feedback_received_cnt","auto_reply_cnt","manual_reply_cnt","satisfaction_survey_sent","satisfaction_survey_responded","avg_survey_response_time"
106,"2022-05-18",B县,2,587,490,97,102,22,16.28,75.01,60,47,15,67,13,123,384,54,8,11,34,199,230,158,3.37,94.6,18,256,75,快递,369,漏水,137,排水,314,238,139,51.38,140,295,5,128,102,91,42,228,196,99,51.7
107,"2022-05-18",A1镇,3,558,553,5,123,16,161.83,65.96,120,22,5,37,487,7,27,2,8,0,45,189,335,34,16.27,31.34,11,467,41,排水,506,污染,337,卫生,381,61,452,12.91,12,498,71,410,487,202,118,54,396,344,44.94
108,"2022-05-18",B1镇,3,387,302,85,173,34,17.95,58.62,55,37,0,109,2,263,13,33,33,6,9,138,218,31,1.22,48.01,18,65,15,燃气,262,供水,183,施工,349,385,2,30.99,37,13,48,41,58,29,163,131,208,191,95.86
109,"2022-05-19",A市,1,398,363,35,74,20,206.42,90.96,52,31,5,129,38,108,123,16,35,12,22,127,46,225,11.41,89.61,11,299,68,物业,232,电梯,60,交通,53,97,155,10.56,214,86,149,242,294,47,341,9,79,43,76.57
110,"2022-05-19",B市,1,119,106,13,47,4,189.46,85.42,2,4,1,2,12,68,37,6,2,2,8,66,12,41,6.41,77.25,1,48,6,快递,21,消防,57,供水,56,77,18,90.79,36,12,27,6,22,14,106,0,49,6,26.61
111,"2022-05-19",A县,2,287,247,40,67,26,117.63,85.43,21,14,1,85,38,86,78,10,2,8,6,106,76,105,19.66,84.76,16,207,8,路灯,148,扰民,67,绿化,123,38,184,58.09,70,61,19,93,150,118,50,162,95,76,91.73
112,"2022-05-19",B县,2,706,624,82,211,41,120.04,32.47,8,59,12,4,333,268,101,53,53,35,70,216,114,376,10.26,73.91,3,453,104,消防,72,物业,317,绿化,666,666,9,65.54,94,116,151,159,475,261,457,30,189,50,77.02
113,"2022-05-19",A1镇,3,667,514,153,2,66,163.3,74.69,101,62,14,365,63,75,164,54,61,14,53,220,296,151,18.34,93.36,18,317,4,维修,348,安全,666,物业,460,629,10,10.14,0,109,31,77,60,17,285,11,460,368,62.29
114,"2022-05-19",B1镇,3,507,432,75,104,36,53.7,78.95,77,43,4,157,185,40,125,47,9,4,22,63,363,81,10.13,34.75,2,170,73,停电,260,信号,236,卫生,410,354,28,43.43,209,207,106,286,141,2,287,117,163,99,16.43
115,"2022-05-20",A市,1,315,303,12,30,14,248.17,72.7,17,21,7,81,138,92,4,21,31,12,11,148,129,38,15.79,74.59,7,204,1,供暖,238,噪音,201,漏水,67,177,24,29.62,102,139,25,202,181,3,47,142,199,153,70.49
116,"2022-05-20",B市,1,585,503,82,273,54,114.61,40.41,68,2,25,178,165,147,95,51,50,5,52,276,87,222,19.23,37.99,11,135,38,道路,132,信号,313,供暖,480,445,50,36.41,289,193,318,387,272,212,267,79,501,377,79.35
117,"2022-05-20",A县,2,527,485,42,16,9,131.21,73.85,82,12,18,91,105,150,181,25,47,15,42,133,123,271,14.48,61.36,19,290,93,电梯,401,道路,304,消防,168,224,250,74.24,485,32,462,202,457,244,291,108,32,0,15.33
118,"2022-05-20",B县,2,161,145,16,15,15,74.65,36.27,24,12,1,87,18,8,48,10,6,3,2,53,54,54,1.63,74.48,17,100,23,施工,38,污染,102,供暖,156,10,80,43.96,59,63,117,100,36,33,132,2,69,1,30.48
119,"2022-05-20",A1镇,3,570,447,123,68,19,128.54,54.06,100,33,20,158,239,93,80,27,31,2,48,72,322,176,14.64,41.4,14,187,68,交通,285,排水,536,维修,313,262,93,24.21,102,114,18,133,357,20,272,173,218,57,30.25
120,"2022-05-20",B1镇,3,566,498,68,29,40,104.93,87.15,40,36,3,126,27,194,219,48,4,19,43,179,307,80,4.29,49.96,19,120,15,电梯,526,噪音,307,物业,490,293,255,62.0,181,342,66,129,346,263,52,197,135,68,50.7
121,"2022-05-21",A市,1,451,353,98,133,3,230.18,70.5,6,23,16,138,136,116,61,5,43,8,14,120,76,255,1.3,43.33,15,305,47,宽带,451,道路,372,噪音,170,321,53,56.3,0,57,53,12,45,11,336,10,353,41,52.7
122,"2022-05-21",B市,1,146,124,22,32,14,248.46,41.3,21,5,3,85,19,12,30,7,6,6,11,32,64,50,3.85,60.09,10,108,1,网络,86,供电,56,道路,119,87,59,27.61,27,50,24,12,86,67,98,10,61,53,73.97
123,"2022-05-21",A县,2,157,154,3,27,2,238.04,54.55,18,8,5,80,61,1,15,12,10,2,6,69,40,48,14.16,50.42,14,147,0,停电,40,网络,35,外卖,133,126,4,71.82,19,73,9,45,13,1,144,4,31,2,82.59
124,"2022-05-21",B县,2,995,774,221,76,15,214.66,98.2,82,20,26,151,30,389,425,17,27,28,35,483,227,285,3.06,80.7,19,70,173,污染,152,违建,741,噪音,430,796,82,37.45,614,221,290,782,435,321,202,373,418,108,65.98
125,"2022-05-21",A1镇,3,319,310,9,52,12,161.35,31.56,37,27,14,109,34,136,40,17,30,5,16,160,90,69,10.48,39.69,14,269,3,外卖,59,扰民,108,快递,108,126,20,48.34,177,96,255,138,117,95,47,140,134,55,61.78
126,"2022-05-21",B1镇,3,263,208,55,14,23,229.95,62.92,28,26,0,74,2,131,56,7,5,2,2,16,120,127,8.01,37.45,5,115,47,违建,126,漏水,227,物业,31,166,65,96.38,9,199,59,162,25,22,74,20,194,87,27.68
127,"2022-05-22",A市,1,518,392,126,229,15,199.99,80.58,32,28,16,112,8,191,207,14,19,15,2,282,46,190,12.4,72.36,7,224,9,安全,512,排水,241,燃气,423,273,74,48.64,163,296,301,293,112,109,60,129,339,28,68.93
128,"2022-05-22",B市,1,548,424,124,42,27,36.11,63.48,64,6,5,307,77,75,89,19,51,6,27,183,176,189,10.17,68.94,17,421,76,噪音,343,污染,382,电梯,261,302,170,67.5,166,225,253,150,347,106,21,184,375,69,40.81
129,"2022-05-22",A县,2,857,761,96,65,20,174.58,77.64,0,51,17,261,217,279,100,51,66,15,44,381,22,454,6.96,48.65,8,278,22,绿化,403,燃气,160,宽带,407,544,292,70.09,273,208,411,315,406,19,135,508,677,331,96.44
130,"2022-05-22",B县,2,866,743,123,318,56,214.12,46.33,166,28,8,160,337,220,149,4,40,13,70,175,91,600,15.01,68.84,18,232,2,维修,127,噪音,443,外卖,474,202,418,29.85,1,5,5,5,722,112,226,479,476,418,99.06
131,"2022-05-22",A1镇,3,767,599,168,34,4,243.1,96.11,60,43,37,19,177,213,358,62,7,8,45,174,304,289,11.89,41.77,15,12,23,排水,233,停车,746,供暖,549,359,318,22.44,33,23,40,27,224,144,444,153,442,263,54.91
132,"2022-05-22",B1镇,3,441,387,54,217,37,287.85,43.44,66,12,2,196,121,68,56,32,43,14,26,231,102,108,13.33,76.47,20,242,42,污染,208,供电,134,安全,284,317,105,67.16,0,97,97,28,346,172,279,90,82,32,39.83
133,"2022-05-23",A市,1,330,272,58,44,0,180.65,69.92,65,5,2,104,68,38,120,9,28,4,8,161,54,115,17.59,42.38,5,7,17,施工,273,信号,85,安全,271,271,42,26.3,32,26,27,43,157,59,93,126,262,41,62.56
134,"2022-05-23",B市,1,275,272,3,45,26,203.94,58.38,38,17,2,64,50,122,39,9,19,7,25,37,122,116,12.39,46.14,7,190,14,燃气,76,道路,129,绿化,105,273,2,20.81,95,47,87,56,221,146,80,0,226,160,40.32
135,"2022-05-23",A县,2,180,150,30,36,12,40.99,84.06,1,6,4,33,94,19,34,4,8,9,3,4,59,117,11.0,85.16,19,86,1,快递,176,绿化,126,消防,155,103,73,29.05,23,43,5,61,73,19,5,144,123,4,38.47
136,"2022-05-23",B县,2,582,490,92,105,25,38.28,92.06,118,26,12,198,221,74,89,7,8,22,47,33,348,201,13.35,62.23,2,228,38,网络,191,交通,581,供暖,125,321,98,76.43,70,488,547,137,57,39,404,50,332,32,85.38
137,"2022-05-23",A1镇,3,386,344,42,120,31,136.24,56.51,80,7,15,86,113,78,109,11,5,7,29,211,88,87,15.95,87.54,10,105,75,路灯,39,宽带,115,交通,183,360,2,41.28,64,37,3,47,140,8,131,53,319,236,79.07
138,"2022-05-23",B1镇,3,560,453,107,232,48,236.98,84.22,52,46,2,260,168,29,103,12,47,5,6,45,85,430,11.9,87.16,13,90,18,卫生,369,安全,384,供水,78,379,52,66.98,86,40,66,18,271,71,17,428,283,124,43.09
139,"2022-05-24",A市,1,925,760,165,283,35,249.55,48.76,153,32,17,86,326,256,257,9,31,46,63,432,129,364,11.29,82.99,4,384,152,物业,251,交通,383,宽带,288,184,68,26.1,66,152,205,130,673,93,336,99,709,630,16.11
140,"2022-05-24",B市,1,702,589,113,157,28,295.09,40.16,85,69,21,245,128,75,254,26,66,2,56,282,311,109,7.24,90.07,4,399,39,宽带,107,信号,650,噪音,211,308,270,28.54,24,520,10,273,281,217,36,237,11,9,21.24
141,"2022-05-24",A县,2,401,369,32,181,9,267.77,98.93,31,17,4,97,28,159,117,11,5,0,11,195,109,97,8.66,31.06,15,114,80,交通,166,供水,319,消防,151,58,281,66.68,166,160,171,272,336,245,148,136,301,27,39.84
142,"2022-05-24",B县,2,574,522,52,247,2,114.91,39.88,143,42,23,9,281,34,250,55,33,5,47,101,127,346,18.5,79.75,1,58,27,施工,368,交通,108,燃气,551,391,119,47.39,31,109,137,35,305,253,390,100,445,20,38.63
143,"2022-05-24",A1镇,3,571,515,56,25,36,149.7,51.87,142,15,3,190,120,26,235,23,38,9,5,81,265,225,9.65,62.74,7,473,19,宽带,563,信号,421,施工,534,230,322,54.97,261,68,235,123,409,19,214,239,362,89,77.78
144,"2022-05-24",B1镇,3,831,652,179,188,46,270.68,56.37,185,37,28,31,118,411,271,67,73,34,25,379,295,157,11.53,66.48,5,78,18,漏水,770,宽带,284,交通,208,353,462,28.79,36,232,232,130,202,135,468,93,368,158,14.54
145,"2022-05-25",A市,1,312,243,69,29,16,72.94,80.33,50,22,6,108,68,60,76,19,25,9,22,6,222,84,6.4,33.14,18,157,47,停车,179,物业,58,信号,183,284,18,63.65,45,38,41,13,202,56,1,102,171,169,11.17
146,"2022-05-25",B市,1,166,133,33,22,7,177.5,83.95,15,16,2,68,50,13,35,3,4,1,9,30,95,41,13.34,74.61,18,2,4,燃气,36,供水,51,外卖,143,52,0,30.75,0,46,23,2,24,8,122,11,25,2,69.14
147,"2022-05-25",A县,2,429,361,68,197,15,179.95,43.17,47,4,1,45,210,135,39,37,3,15,27,201,222,6,14.15,43.79,14,322,29,网络,400,噪音,130,扰民,293,136,26,56.77,52,9,48,17,127,65,331,7,147,126,31.32
148,"2022-05-25",B县,2,892,836,56,2,26,238.08,40.3,166,5,21,339,118,143,292,17,10,33,11,366,257,269,4.44,84.4,4,274,22,污染,521,噪音,644,排水,702,58,834,70.12,61,24,35,54,669,490,327,412,125,39,33.99
149,"2022-05-25",A1镇,3,795,793,2,153,74,210.34,67.35,198,57,3,48,330,151,266,13,3,16,26,390,100,305,14.68,85.04,17,124,12,垃圾,722,扰民,377,快递,271,495,202,43.73,339,210,4,462,41,13,77,374,470,271,21.1
150,"2022-05-25",B1镇,3,459,446,13,164,18,265.05,67.75,32,39,10,190,82,4,183,8,42,18,21,95,240,124,5.07,49.9,7,10,84,信号,382,噪音,338,违建,47,339,82,83.27,42,129,86,59,273,35,200,108,392,105,50.61
151,"2022-05-26",A市,1,673,523,150,333,28,270.79,36.43,28,33,13,80,271,138,184,17,12,12,29,291,105,277,8.13,48.84,7,104,60,燃气,511,排水,74,卫生,69,498,130,47.16,311,347,185,309,474,414,452,44,168,153,12.99
152,"2022-05-26",B市,1,594,454,140,73,45,70.86,41.5,87,31,13,319,47,69,159,43,37,5,3,198,197,199,4.36,52.49,13,79,61,维修,200,违建,161,垃圾,582,158,121,19.94,144,55,39,33,255,73,431,23,30,1,90.68
153,"2022-05-26",A县,2,146,137,9,66,0,89.36,80.3,38,4,6,56,59,6,25,3,12,2,6,5,105,36,6.47,94.79,12,2,12,施工,84,快递,47,安全,146,127,10,23.48,10,22,7,0,56,35,94,34,44,37,87.2
154,"2022-05-26",B县,2,443,371,72,216,41,242.55,79.18,5,35,8,26,225,9,183,13,43,3,29,150,48,245,19.78,64.54,14,45,64,绿化,283,噪音,342,物业,303,203,38,42.86,84,299,114,259,356,46,31,180,91,56,48.39
155,"2022-05-26",A1镇,3,194,171,23,74,15,89.1,31.88,46,2,7,68,23,76,27,9,5,4,14,48,45,101,11.96,72.3,18,152,14,扰民,98,停电,92,供电,149,117,0,58.84,1,0,1,0,7,2,131,5,37,15,38.54
156,"2022-05-26",B1镇,3,994,924,70,397,63,84.63,66.11,118,10,29,135,287,259,313,44,69,11,37,649,273,72,13.52,59.29,19,135,188,消防,447,维修,733,道路,902,351,7,84.96,565,273,240,377,436,239,454,342,245,32,58.92
157,"2022-05-27",A市,1,454,362,92,113,38,145.83,75.0,44,29,5,69,159,159,67,41,23,6,29,115,107,232,17.68,99.7,4,53,76,道路,61,扰民,211,漏水,115,435,5,44.43,37,391,351,68,43,18,237,114,42,7,54.16
158,"2022-05-27",B市,1,541,473,68,130,52,113.79,59.96,43,38,11,255,103,17,166,8,27,1,21,321,104,116,10.26,96.97,3,76,25,垃圾,364,路灯,209,停车,106,191,13,60.03,62,137,174,97,302,213,72,307,166,26,76.04
159,"2022-05-27",A县,2,348,263,85,70,3,151.99,60.21,59,15,16,64,228,24,32,1,16,8,27,6,151,191,16.88,64.81,2,216,2,噪音,105,供暖,241,物业,191,179,13,40.26,247,15,9,137,240,40,128,96,48,11,97.61
160,"2022-05-27",B县,2,397,331,66,152,17,32.61,97.41,60,9,14,96,127,141,33,3,29,16,29,56,227,114,2.7,87.89,19,144,39,卫生,350,网络,200,消防,379,124,56,32.08,94,179,34,201,63,43,115,172,272,158,31.58
161,"2022-05-27",A1镇,3,231,186,45,102,15,291.7,94.46,26,13,5,97,90,32,12,0,13,1,21,106,90,35,16.82,52.96,5,120,3,违建,64,交通,89,绿化,76,41,135,78.41,6,203,194,80,53,5,0,75,147,81,91.68
162,"2022-05-27",B1镇,3,229,176,53,67,2,282.53,91.73,52,12,3,70,48,82,29,6,9,11,7,123,100,6,13.45,87.56,18,98,3,污染,227,宽带,82,快递,91,201,10,10.13,106,72,42,116,67,8,50,38,72,35,20.41
163,"2022-05-28",A市,1,701,666,35,235,53,275.16,51.47,191,30,30,123,62,221,295,25,31,21,32,31,290,380,6.09,73.52,4,71,47,漏水,574,电梯,424,外卖,478,339,108,60.95,257,121,223,54,276,266,67,48,412,80,69.12
164,"2022-05-28",B市,1,627,583,44,307,11,287.88,85.33,40,43,22,238,200,169,20,15,51,29,12,351,3,273,17.46,40.86,12,36,7,供暖,520,垃圾,292,供电,158,353,114,40.0,322,243,334,8,288,247,24,221,306,61,49.79
165,"2022-05-28",A县,2,632,576,56,166,21,148.34,54.65,109,41,1,59,339,202,32,29,52,14,47,194,212,226,12.38,98.71,1,0,37,消防,476,供水,300,污染,448,109,86,72.76,451,45,410,34,288,264,376,24,371,127,78.5
166,"2022-05-28",B县,2,960,774,186,319,77,100.57,53.27,102,41,13,128,169,294,369,80,92,8,31,341,79,540,0.41,47.87,7,380,42,施工,350,绿化,176,卫生,405,507,21,59.56,437,210,157,398,728,256,602,22,395,11,45.59
167,"2022-05-28",A1镇,3,619,559,60,170,12,59.24,58.37,161,1,16,32,212,111,264,35,59,23,60,230,7,382,0.04,87.23,11,156,35,燃气,150,噪音,264,宽带,538,348,270,54.83,165,142,63,65,201,23,448,71,270,24,78.32
168,"2022-05-28",B1镇,3,701,631,70,170,36,177.92,95.65,96,26,32,211,71,247,172,48,54,31,34,355,195,151,16.59,85.15,14,131,120,电梯,352,噪音,677,污染,648,277,197,82.71,153,402,547,537,391,114,179,333,607,512,26.8
169,"2022-05-29",A市,1,980,865,115,284,3,294.85,65.39,218,49,42,32,629,76,243,9,33,46,79,533,40,407,1.63,58.56,10,127,41,消防,281,供暖,524,违建,101,786,156,40.51,242,228,67,224,600,345,554,300,77,56,55.01
170,"2022-05-29",B市,1,523,518,5,15,43,130.6,34.66,149,42,7,97,67,147,212,11,37,19,41,163,110,250,3.01,33.58,12,443,71,噪音,90,停电,430,网络,307,167,136,86.34,89,243,172,256,342,106,162,243,210,106,50.04
171,"2022-05-29",A县,2,803,664,139,359,74,78.73,89.98,149,76,34,77,156,21,549,58,74,39,35,424,0,379,17.7,86.99,20,483,83,绿化,523,卫生,487,排水,384,306,437,34.18,131,151,37,245,32,24,0,375,413,373,19.43
172,"2022-05-29",B县,2,192,182,10,19,10,253.75,36.21,5,2,3,42,1,10,139,0,8,6,9,46,47,99,7.12,54.13,17,51,3,道路,118,扰民,114,违建,48,28,73,51.77,17,137,4,57,43,22,10,49,120,19,43.38
173,"2022-05-29",A1镇,3,426,359,67,4,38,17.3,59.63,69,42,4,10,205,108,103,12,29,13,36,151,136,139,19.85,70.79,5,309,21,快递,50,外卖,160,消防,353,310,2,28.94,342,53,142,86,207,70,65,6,39,16,25.65
174,"2022-05-29",B1镇,3,876,727,149,398,18,294.4,51.26,69,82,21,98,429,162,187,16,14,11,87,166,542,168,5.66,37.0,9,143,153,供电,256,信号,863,排水,243,818,50,81.81,56,416,210,328,643,114,283,402,600,224,12.45
175,"2022-05-30",A市,1,139,116,23,15,5,265.26,58.77,20,5,0,24,11,61,43,1,7,1,6,15,88,36,5.04,45.25,1,38,26,宽带,19,供暖,118,电梯,112,42,17,27.63,9,17,13,17,73,60,54,27,6,1,45.37
176,"2022-05-30",B市,1,934,786,148,211,41,112.85,38.32,216,77,33,65,376,71,422,69,62,7,20,286,516,132,8.0,72.4,14,143,169,扰民,553,燃气,238,供电,729,408,437,98.97,3,149,73,58,50,39,0,237,662,350,71.07
177,"2022-05-30",A县,2,779,622,157,65,53,230.92,53.0,141,54,1,328,308,139,4,7,25,6,7,533,82,164,16.69,40.75,18,223,10,绿化,619,路灯,768,供电,377,145,387,97.77,16,185,147,68,541,503,341,184,235,127,77.54
178,"2022-05-30",B县,2,948,901,47,60,72,71.55,63.04,108,86,45,200,282,256,210,13,24,6,6,741,171,36,5.52,51.06,9,234,19,供电,849,快递,377,污染,818,645,124,29.75,72,346,220,118,798,329,131,149,329,144,83.87
179,"2022-05-30",A1镇,3,463,412,51,116,43,194.29,99.45,25,15,9,139,185,112,27,39,19,17,31,168,76,219,10.27,45.01,10,51,68,供水,445,信号,390,外卖,272,9,256,25.52,77,35,111,112,139,87,240,69,222,7,10.61
180,"2022-05-30",B1镇,3,329,248,81,57,15,278.37,45.93,46,18,10,72,42,82,133,25,32,9,11,110,209,10,11.06,50.93,20,189,39,供暖,259,道路,257,交通,329,125,181,57.03,49,254,245,188,215,101,41,94,45,33,68.61
181,"2022-05-31",A市,1,656,586,70,172,37,226.68,89.37,91,40,5,75,77,333,171,13,22,27,22,425,31,200,6.36,95.93,20,516,9,消防,621,路灯,299,电梯,503,633,21,70.87,26,31,53,32,125,32,451,75,415,315,66.22
182,"2022-05-31",B市,1,714,548,166,329,1,55.52,51.3,48,23,2,193,150,306,65,15,33,25,50,165,285,264,6.05,86.82,3,272,2,污染,259,绿化,500,垃圾,569,441,197,97.21,185,442,343,218,191,181,456,28,71,4,53.49
183,"2022-05-31",A县,2,164,156,8,40,4,191.58,30.69,4,16,7,3,5,96,60,4,14,8,11,87,23,54,5.67,40.65,11,139,2,物业,65,安全,107,垃圾,97,157,4,21.4,5,36,9,0,74,7,45,102,66,0,84.1
184,"2022-05-31",B县,2,895,685,210,303,27,85.01,42.71,181,6,8,311,9,327,248,64,56,16,24,233,217,445,6.01,53.55,14,609,97,电梯,516,污染,497,噪音,521,482,364,23.34,524,176,585,271,135,22,537,17,658,330,21.94
185,"2022-05-31",A1镇,3,665,567,98,157,2,185.97,41.99,139,5,28,45,379,217,24,52,59,32,55,106,332,227,17.52,91.5,14,297,74,噪音,613,绿化,236,道路,251,334,298,40.49,92,210,28,230,18,1,264,283,130,52,46.38
186,"2022-05-31",B1镇,3,699,536,163,349,47,292.13,47.58,129,33,17,229,178,247,45,17,55,24,52,15,347,337,6.22,67.25,14,427,10,施工,194,快递,330,宽带,310,518,33,83.53,37,226,188,126,157,135,193,130,332,105,86.26
187,"2022-06-01",A市,1,932,758,174,352,36,87.68,33.86,55,48,13,282,150,303,197,72,2,8,27,309,231,392,19.17,48.18,4,600,110,违建,893,宽带,897,供电,570,572,286,99.02,398,526,896,112,72,10,133,476,535,110,83.83
188,"2022-06-01",B市,1,248,214,34,37,2,246.27,83.22,3,14,0,94,52,75,27,10,2,7,14,106,113,29,15.94,79.68,6,54,14,维修,223,信号,171,垃圾,178,20,207,34.51,153,60,114,113,126,56,56,87,192,10,63.42
189,"2022-06-01",A县,2,199,155,44,78,1,297.19,90.39,36,0,3,145,2,45,7,9,11,9,14,99,98,2,5.9,72.1,17,29,28,供电,32,外卖,90,道路,155,54,76,21.58,73,29,11,60,41,24,40,39,148,70,65.49
190,"2022-06-01",B县,2,684,520,164,195,27,129.82,92.43,75,8,14,270,55,221,138,48,52,31,64,344,280,60,17.23,65.78,14,122,40,停车,546,扰民,120,燃气,329,538,90,87.98,69,80,6,38,422,280,279,132,409,134,49.97
191,"2022-06-01",A1镇,3,397,323,74,67,39,149.5,44.46,68,16,0,53,50,151,143,15,16,11,0,182,79,136,17.88,50.89,2,39,36,快递,244,供电,202,网络,75,222,152,36.2,60,78,83,79,306,262,281,1,304,110,18.21
192,"2022-06-01",B1镇,3,625,526,99,243,43,140.98,51.4,52,3,5,86,151,220,168,1,55,28,55,206,117,302,15.26,92.61,16,459,27,快递,122,供暖,404,燃气,538,79,229,63.0,442,105,95,542,219,116,40,375,321,169,48.74
193,"2022-06-02",A市,1,363,300,63,65,24,205.25,85.73,42,34,14,110,85,68,100,31,26,1,7,128,12,223,5.58,91.41,8,27,46,噪音,194,道路,166,噪音,75,165,156,46.6,126,14,117,140,159,58,28,253,243,4,63.8
194,"2022-06-02",B市,1,262,250,12,86,24,39.13,38.21,50,24,9,53,81,31,97,21,1,10,13,124,68,70,2.17,44.12,1,126,20,快递,181,物业,195,供暖,94,134,69,51.76,60,137,186,30,57,52,48,35,186,103,28.24
195,"2022-06-02",A县,2,995,929,66,184,24,179.01,44.26,27,66,12,345,12,208,430,57,91,19,70,24,541,430,2.27,67.63,15,192,40,供电,516,卫生,639,漏水,300,201,538,81.17,4,177,162,17,181,138,48,355,92,65,75.11
196,"2022-06-02",B县,2,974,752,222,461,1,161.87,86.61,203,32,3,158,195,471,150,54,42,45,79,586,373,15,1.95,39.33,10,81,48,安全,220,卫生,477,停电,436,880,67,39.3,281,561,435,721,524,338,366,3,342,218,32.67
197,"2022-06-02",A1镇,3,435,344,91,196,25,51.05,62.26,74,21,5,32,138,92,173,24,2,13,2,7,303,125,11.18,73.49,3,340,4,电梯,344,交通,278,路灯,254,182,12,38.79,119,54,117,162,107,1,298,44,267,216,77.08
198,"2022-06-02",B1镇,3,263,200,63,105,16,103.21,85.44,11,16,13,43,56,80,84,2,15,8,22,100,54,109,7.75,58.15,9,171,18,快递,124,燃气,245,宽带,215,99,134,74.87,130,13,35,11,167,140,88,40,83,46,64.8
199,"2022-06-03",A市,1,175,143,32,14,14,81.03,93.2,17,0,4,25,134,5,11,1,12,1,8,106,3,66,8.42,87.9,8,106,8,外卖,89,维修,106,供水,165,150,2,93.8,43,0,2,20,46,33,26,65,27,6,55.07
200,"2022-06-03",B市,1,505,472,33,216,35,236.33,32.91,67,18,24,185,95,99,126,23,0,11,46,39,253,213,2.03,32.88,8,201,99,供水,465,污染,408,供暖,85,238,240,49.82,138,229,225,23,249,71,255,159,77,30,12.27
201,"2022-06-03",A县,2,253,215,38,55,3,274.63,92.77,3,15,7,50,63,128,12,23,21,6,4,88,38,127,4.5,83.6,10,23,38,物业,63,维修,177,卫生,249,182,41,63.99,43,62,36,84,94,37,181,10,183,129,11.78
202,"2022-06-03",B县,2,621,476,145,250,28,222.19,68.05,7,61,22,90,230,147,154,42,24,16,62,274,254,93,4.53,97.07,11,121,75,网络,88,宽带,88,污染,518,218,129,11.3,258,55,156,261,447,35,222,80,394,82,44.9
203,"2022-06-03",A1镇,3,997,903,94,294,75,251.06,64.42,190,29,11,413,238,225,121,16,93,31,25,382,37,578,8.65,35.47,7,576,190,停电,589,道路,351,消防,186,538,264,44.1,346,432,273,540,138,22,82,574,433,7,38.25
204,"2022-06-03",B1镇,3,791,597,194,59,31,260.27,39.9,42,36,37,141,167,287,196,66,61,11,52,135,367,289,5.76,93.75,14,263,25,交通,337,绿化,236,排水,609,117,628,14.3,25,183,24,63,49,35,280,89,419,175,65.37
205,"2022-06-04",A市,1,138,119,19,48,6,110.58,68.24,34,6,2,14,22,75,27,7,12,0,9,85,49,4,9.91,61.35,7,29,13,垃圾,17,外卖,58,宽带,34,117,17,16.43,2,56,39,28,80,25,58,7,115,70,79.03
206,"2022-06-04",B市,1,635,488,147,139,10,41.08,85.82,35,19,14,276,20,95,244,23,45,21,29,201,225,209,11.76,39.06,11,378,72,快递,378,停车,87,供电,231,468,163,26.56,121,205,184,22,465,178,26,144,213,117,21.33
207,"2022-06-04",A县,2,311,283,28,69,25,41.12,83.4,3,16,1,53,78,123,57,24,7,3,27,130,59,122,2.36,88.9,19,245,42,噪音,38,污染,190,卫生,45,202,81,82.88,188,12,158,171,191,23,100,96,25,21,96.33
208,"2022-06-04",B县,2,545,447,98,225,44,244.27,87.46,104,39,26,113,189,188,55,0,17,14,32,218,109,218,13.21,40.47,9,375,99,噪音,397,供暖,173,维修,407,112,395,60.96,329,181,416,204,346,182,225,150,286,96,21.51
209,"2022-06-04",A1镇,3,454,383,71,148,2,151.64,44.62,107,10,9,143,197,29,85,29,37,7,39,330,49,75,14.55,69.21,10,92,87,绿化,203,外卖,221,信号,237,129,196,38.03,233,66,3,52,147,107,167,177,79,79,27.18
210,"2022-06-04",B1镇,3,340,293,47,165,32,232.51,34.66,78,24,7,111,92,41,96,3,34,11,12,149,105,86,16.64,96.2,14,10,49,外卖,253,路灯,314,供暖,278,174,92,97.69,306,33,3,308,60,28,230,61,128,49,59.96
211,"2022-06-05",A市,1,208,164,44,77,11,105.43,90.81,7,20,8,68,14,90,36,14,20,6,9,80,106,22,6.17,46.89,15,17,37,供水,174,扰民,58,噪音,174,166,39,13.2,166,3,2,114,22,10,99,56,68,58,40.21
212,"2022-06-05",B市,1,292,239,53,93,17,99.82,94.61,55,0,10,101,65,92,34,10,8,13,6,12,110,170,2.13,40.68,2,173,36,漏水,96,绿化,132,交通,141,170,113,46.02,107,118,187,215,86,26,146,4,45,6,27.75
213,"2022-06-05",A县,2,157,118,39,35,4,161.83,54.14,6,0,1,35,2,77,43,9,15,7,6,87,62,8,13.22,53.13,7,27,17,路灯,152,噪音,114,扰民,63,14,74,67.2,20,0,5,18,86,39,98,19,10,8,18.97
214,"2022-06-05",B县,2,812,700,112,161,32,165.02,57.89,24,18,22,90,23,411,288,64,22,39,25,352,260,200,13.17,44.95,10,512,48,停电,416,绿化,449,消防,625,391,13,37.41,512,21,298,127,561,22,353,168,252,64,91.87
