"md_id","busi_time","sub_name","assess_cnt","satisfaction_one_cnt","satisfaction_two_cnt","satisfaction_three_cnt","satisfaction_four_cnt","satisfaction_five_cnt","satisfaction_zero_cnt"
460,"2022-08-01",科教文体,547,12,39,174,282,37,3
461,"2022-08-01",公卫医疗,479,11,48,155,242,18,5
462,"2022-08-01",城乡建设,123,2,15,34,64,7,1
463,"2022-08-01",交通运输,169,6,7,55,95,6,0
464,"2022-08-01",农林牧渔,133,1,6,32,82,9,3
465,"2022-08-02",科教文体,41,1,3,9,24,4,0
466,"2022-08-02",公卫医疗,320,6,26,91,176,17,4
467,"2022-08-02",城乡建设,452,4,46,124,255,17,6
468,"2022-08-02",交通运输,296,6,15,92,163,17,3
469,"2022-08-02",农林牧渔,188,7,16,61,94,10,0
470,"2022-08-03",科教文体,511,12,32,141,288,32,6
471,"2022-08-03",公卫医疗,275,11,16,80,151,12,5
472,"2022-08-03",城乡建设,103,1,4,30,63,5,0
473,"2022-08-03",交通运输,818,17,64,241,450,40,6
474,"2022-08-03",农林牧渔,52,0,3,22,22,4,1
475,"2022-08-04",科教文体,379,10,30,109,208,17,5
476,"2022-08-04",公卫医疗,211,6,10,71,105,16,3
477,"2022-08-04",城乡建设,762,18,43,214,431,43,13
478,"2022-08-04",交通运输,66,2,6,19,34,5,0
479,"2022-08-04",农林牧渔,142,1,14,46,77,4,0
480,"2022-08-05",科教文体,64,3,1,25,30,5,0
481,"2022-08-05",公卫医疗,192,1,13,52,116,9,1
482,"2022-08-05",城乡建设,431,11,42,133,211,29,5
483,"2022-08-05",交通运输,31,0,3,10,16,2,0
484,"2022-08-05",农林牧渔,313,8,19,90,173,18,5
485,"2022-08-06",科教文体,1089,10,74,329,619,46,11
486,"2022-08-06",公卫医疗,34,0,2,10,21,1,0
487,"2022-08-06",城乡建设,10,0,1,1,7,1,0
488,"2022-08-06",交通运输,437,18,24,136,237,19,3
489,"2022-08-06",农林牧渔,110,2,6,36,64,1,1
490,"2022-08-07",科教文体,185,5,8,54,104,9,5
491,"2022-08-07",公卫医疗,353,6,18,120,191,15,3
492,"2022-08-07",城乡建设,53,2,5,17,22,5,2
493,"2022-08-07",交通运输,289,7,16,81,168,13,4
494,"2022-08-07",农林牧渔,109,0,5,34,64,6,0
495,"2022-08-08",科教文体,110,1,11,40,48,6,4
496,"2022-08-08",公卫医疗,1047,23,62,307,585,59,11
497,"2022-08-08",城乡建设,141,2,7,42,80,9,1
498,"2022-08-08",交通运输,418,7,34,118,228,25,6
499,"2022-08-08",农林牧渔,63,2,6,17,35,3,0
500,"2022-08-09",科教文体,567,9,36,166,318,30,8
501,"2022-08-09",公卫医疗,130,1,15,36,69,8,1
502,"2022-08-09",城乡建设,366,7,37,96,199,20,7
503,"2022-08-09",交通运输,99,0,6,37,52,4,0
504,"2022-08-09",农林牧渔,33,2,2,8,18,2,1
505,"2022-08-10",科教文体,4,0,0,0,2,2,0
506,"2022-08-10",公卫医疗,307,5,19,91,182,7,3
507,"2022-08-10",城乡建设,854,21,54,249,479,44,7
508,"2022-08-10",交通运输,96,4,7,29,52,4,0
509,"2022-08-10",农林牧渔,113,1,5,38,64,4,1
510,"2022-08-11",科教文体,97,0,3,31,57,6,0
511,"2022-08-11",公卫医疗,81,2,3,39,32,4,1
512,"2022-08-11",城乡建设,341,7,25,103,189,16,1
513,"2022-08-11",交通运输,430,9,34,130,227,23,7
514,"2022-08-11",农林牧渔,127,3,10,40,63,9,2
515,"2022-08-12",科教文体,411,9,32,110,230,25,5
516,"2022-08-12",公卫医疗,285,10,19,80,162,12,2
517,"2022-08-12",城乡建设,358,11,26,94,197,25,5
518,"2022-08-12",交通运输,325,2,31,107,166,17,2
519,"2022-08-12",农林牧渔,29,2,2,5,20,0,0
520,"2022-08-13",科教文体,141,2,10,44,77,6,2
521,"2022-08-13",公卫医疗,60,0,4,15,35,6,0
522,"2022-08-13",城乡建设,23,0,4,7,10,0,2
523,"2022-08-13",交通运输,150,3,12,45,84,5,1
524,"2022-08-13",农林牧渔,420,13,28,125,226,24,4
525,"2022-08-14",科教文体,414,6,22,130,223,29,4
526,"2022-08-14",公卫医疗,221,4,14,71,123,6,3
527,"2022-08-14",城乡建设,395,5,26,137,202,23,2
528,"2022-08-14",交通运输,595,7,48,186,314,36,4
529,"2022-08-14",农林牧渔,59,0,2,17,36,4,0
530,"2022-08-15",科教文体,129,2,3,43,76,5,0
531,"2022-08-15",公卫医疗,149,1,12,57,70,8,1
532,"2022-08-15",城乡建设,39,0,3,14,19,2,1
533,"2022-08-15",交通运输,878,18,62,256,489,42,11
534,"2022-08-15",农林牧渔,282,7,30,87,148,9,1
535,"2022-08-16",科教文体,117,1,7,27,68,10,4
536,"2022-08-16",公卫医疗,28,1,2,7,16,2,0
537,"2022-08-16",城乡建设,342,11,21,92,196,22,0
538,"2022-08-16",交通运输,168,5,9,56,90,5,3
539,"2022-08-16",农林牧渔,627,12,57,197,328,25,8
540,"2022-08-17",科教文体,195,4,13,58,105,12,3
541,"2022-08-17",公卫医疗,133,4,5,34,80,8,2
542,"2022-08-17",城乡建设,214,8,19,62,115,10,0
543,"2022-08-17",交通运输,54,0,5,12,31,5,1
544,"2022-08-17",农林牧渔,840,13,52,254,466,41,14
545,"2022-08-18",科教文体,154,3,6,49,90,5,1
546,"2022-08-18",公卫医疗,209,5,11,64,112,13,4
547,"2022-08-18",城乡建设,103,3,11,33,50,4,2
548,"2022-08-18",交通运输,356,7,23,103,200,18,5
549,"2022-08-18",农林牧渔,663,13,54,189,365,41,1
550,"2022-08-19",科教文体,257,6,18,74,153,5,1
551,"2022-08-19",公卫医疗,82,1,5,24,50,1,1
552,"2022-08-19",城乡建设,575,8,39,178,314,28,8
553,"2022-08-19",交通运输,411,11,12,135,233,18,2
554,"2022-08-19",农林牧渔,61,3,9,15,32,2,0
555,"2022-08-20",科教文体,620,20,46,187,335,28,4
556,"2022-08-20",公卫医疗,79,1,7,21,44,5,1
557,"2022-08-20",城乡建设,19,0,0,6,13,0,0
558,"2022-08-20",交通运输,51,2,4,15,26,4,0
559,"2022-08-20",农林牧渔,1054,22,79,315,573,54,11
560,"2022-08-21",科教文体,141,4,10,40,78,7,2
561,"2022-08-21",公卫医疗,336,8,27,103,182,12,4
562,"2022-08-21",城乡建设,886,24,58,265,477,54,8
563,"2022-08-21",交通运输,685,14,53,219,352,38,9
564,"2022-08-21",农林牧渔,36,1,1,9,22,3,0
565,"2022-08-22",科教文体,533,11,35,155,306,18,8
566,"2022-08-22",公卫医疗,481,14,31,131,271,30,4
567,"2022-08-22",城乡建设,1112,22,64,330,629,50,17
568,"2022-08-22",交通运输,44,1,2,18,21,2,0
569,"2022-08-22",农林牧渔,69,5,7,12,41,3,1
570,"2022-08-23",科教文体,240,3,14,74,132,14,3
571,"2022-08-23",公卫医疗,125,2,11,35,66,9,2
572,"2022-08-23",城乡建设,413,8,34,116,233,18,4
573,"2022-08-23",交通运输,415,5,25,125,240,19,1
574,"2022-08-23",农林牧渔,9,1,1,3,4,0,0
575,"2022-08-24",科教文体,161,2,16,55,82,5,1
576,"2022-08-24",公卫医疗,34,1,2,12,18,1,0
577,"2022-08-24",城乡建设,122,6,8,27,78,3,0
578,"2022-08-24",交通运输,181,3,12,53,105,7,1
579,"2022-08-24",农林牧渔,391,7,31,118,207,22,6
580,"2022-08-25",科教文体,515,10,37,139,295,30,4
581,"2022-08-25",公卫医疗,339,7,25,107,180,17,3
582,"2022-08-25",城乡建设,544,15,33,148,323,23,2
583,"2022-08-25",交通运输,14,0,2,5,7,0,0
584,"2022-08-25",农林牧渔,161,5,8,55,81,11,1
585,"2022-08-26",科教文体,126,2,9,41,60,9,5
586,"2022-08-26",公卫医疗,409,8,27,115,235,20,4
587,"2022-08-26",城乡建设,604,15,44,187,323,26,9
588,"2022-08-26",交通运输,49,2,2,13,29,3,0
589,"2022-08-26",农林牧渔,152,2,12,54,75,6,3
590,"2022-08-27",科教文体,170,4,10,51,94,10,1
591,"2022-08-27",公卫医疗,979,16,76,297,529,51,10
592,"2022-08-27",城乡建设,271,9,20,89,139,12,2
593,"2022-08-27",交通运输,327,5,24,98,180,13,7
594,"2022-08-27",农林牧渔,345,5,30,101,189,17,3
595,"2022-08-28",科教文体,528,8,37,165,281,28,9
596,"2022-08-28",公卫医疗,198,5,12,62,110,8,1
597,"2022-08-28",城乡建设,22,1,2,3,16,0,0
598,"2022-08-28",交通运输,202,7,16,62,107,8,2
599,"2022-08-28",农林牧渔,481,11,40,160,247,21,2
600,"2022-08-29",科教文体,289,8,24,86,156,13,2
601,"2022-08-29",公卫医疗,50,2,1,11,33,3,0
602,"2022-08-29",城乡建设,207,6,15,73,102,8,3
603,"2022-08-29",交通运输,365,4,32,101,211,17,0
604,"2022-08-29",农林牧渔,253,3,11,81,138,17,3
605,"2022-08-30",科教文体,133,2,11,43,67,9,1
606,"2022-08-30",公卫医疗,49,0,2,18,29,0,0
607,"2022-08-30",城乡建设,269,4,23,73,152,11,6
608,"2022-08-30",交通运输,70,1,12,27,25,4,1
609,"2022-08-30",农林牧渔,51,2,4,11,30,3,1
610,"2022-08-31",科教文体,268,5,19,77,147,16,4
611,"2022-08-31",公卫医疗,38,1,5,13,16,2,1
612,"2022-08-31",城乡建设,127,1,11,36,71,6,2
613,"2022-08-31",交通运输,730,12,56,211,419,27,5
614,"2022-08-31",农林牧渔,178,3,8,51,105,9,2
615,"2022-09-01",科教文体,20,0,1,10,9,0,0
616,"2022-09-01",公卫医疗,267,6,22,72,152,13,2
617,"2022-09-01",城乡建设,208,2,21,67,106,10,2
618,"2022-09-01",交通运输,155,2,18,43,85,6,1
619,"2022-09-01",农林牧渔,642,10,49,170,360,38,15
620,"2022-09-02",科教文体,472,12,33,127,269,30,1
621,"2022-09-02",公卫医疗,494,9,33,139,277,31,5
622,"2022-09-02",城乡建设,14,0,1,6,6,1,0
623,"2022-09-02",交通运输,79,3,5,21,45,5,0
624,"2022-09-02",农林牧渔,42,2,4,15,18,3,0
625,"2022-09-03",科教文体,312,4,15,99,173,20,1
626,"2022-09-03",公卫医疗,102,2,7,35,54,3,1
627,"2022-09-03",城乡建设,453,12,32,146,233,28,2
628,"2022-09-03",交通运输,242,7,11,79,136,8,1
629,"2022-09-03",农林牧渔,333,5,23,104,188,11,2
630,"2022-09-04",科教文体,247,9,16,64,144,14,0
631,"2022-09-04",公卫医疗,371,7,27,101,207,23,6
632,"2022-09-04",城乡建设,310,4,25,92,171,16,2
633,"2022-09-04",交通运输,18,0,2,5,10,1,0
634,"2022-09-04",农林牧渔,146,3,10,35,86,9,3
635,"2022-09-05",科教文体,521,7,33,145,299,31,6
636,"2022-09-05",公卫医疗,2,0,0,1,1,0,0
637,"2022-09-05",城乡建设,189,6,9,59,101,12,2
638,"2022-09-05",交通运输,49,0,4,10,29,4,2
639,"2022-09-05",农林牧渔,893,22,58,277,485,45,6
640,"2022-09-06",科教文体,117,4,11,33,63,6,0
641,"2022-09-06",公卫医疗,623,22,46,180,339,30,6
642,"2022-09-06",城乡建设,9,0,1,6,2,0,0
643,"2022-09-06",交通运输,441,10,28,131,241,26,5
644,"2022-09-06",农林牧渔,249,11,24,74,132,7,1
645,"2022-09-07",科教文体,481,6,26,146,268,29,6
646,"2022-09-07",公卫医疗,13,0,0,3,9,1,0
647,"2022-09-07",城乡建设,324,8,22,105,173,14,2
648,"2022-09-07",交通运输,164,2,12,48,92,9,1
649,"2022-09-07",农林牧渔,723,19,57,215,382,37,13
650,"2022-09-08",科教文体,19,1,3,6,9,0,0
651,"2022-09-08",公卫医疗,331,7,30,104,162,24,4
652,"2022-09-08",城乡建设,242,1,17,76,136,11,1
653,"2022-09-08",交通运输,92,3,6,24,49,9,1
654,"2022-09-08",农林牧渔,180,4,14,48,105,9,0
655,"2022-09-09",科教文体,444,6,27,138,242,25,6
656,"2022-09-09",公卫医疗,101,3,6,30,59,3,0
657,"2022-09-09",城乡建设,866,21,63,263,463,49,7
658,"2022-09-09",交通运输,84,3,9,19,46,7,0
659,"2022-09-09",农林牧渔,83,3,4,25,46,3,2
660,"2022-09-10",科教文体,208,5,24,55,110,10,4
661,"2022-09-10",公卫医疗,162,2,16,41,93,8,2
662,"2022-09-10",城乡建设,515,16,36,159,283,20,1
663,"2022-09-10",交通运输,42,0,1,15,24,2,0
664,"2022-09-10",农林牧渔,135,4,13,41,71,5,1
665,"2022-09-11",科教文体,85,2,7,23,51,1,1
666,"2022-09-11",公卫医疗,189,3,12,56,109,8,1
667,"2022-09-11",城乡建设,643,13,36,189,364,37,4
668,"2022-09-11",交通运输,135,4,9,42,69,11,0
669,"2022-09-11",农林牧渔,154,2,12,49,83,7,1
670,"2022-09-12",科教文体,403,6,36,116,218,23,4
671,"2022-09-12",公卫医疗,668,19,49,186,378,28,8
672,"2022-09-12",城乡建设,57,0,2,18,35,1,1
673,"2022-09-12",交通运输,350,8,21,101,194,21,5
674,"2022-09-12",农林牧渔,98,1,6,36,49,5,1
675,"2022-09-13",科教文体,302,2,17,82,178,19,4
676,"2022-09-13",公卫医疗,270,9,19,74,155,10,3
677,"2022-09-13",城乡建设,263,7,12,79,154,10,1
678,"2022-09-13",交通运输,51,0,6,10,29,5,1
679,"2022-09-13",农林牧渔,209,6,17,68,104,11,3
680,"2022-09-14",科教文体,102,2,8,31,56,5,0
681,"2022-09-14",公卫医疗,180,9,10,54,95,12,0
682,"2022-09-14",城乡建设,30,0,4,9,13,3,1
683,"2022-09-14",交通运输,3,0,0,2,1,0,0
684,"2022-09-14",农林牧渔,552,7,40,189,291,18,7
685,"2022-09-15",科教文体,10,0,0,6,4,0,0
686,"2022-09-15",公卫医疗,190,3,7,53,116,10,1
687,"2022-09-15",城乡建设,719,15,47,222,383,46,6
688,"2022-09-15",交通运输,37,1,2,15,18,0,1
689,"2022-09-15",农林牧渔,912,22,60,253,532,36,9
690,"2022-09-16",科教文体,83,0,6,25,45,6,1
691,"2022-09-16",公卫医疗,57,2,6,16,32,1,0
692,"2022-09-16",城乡建设,798,20,54,235,445,34,10
693,"2022-09-16",交通运输,658,13,38,198,371,33,5
694,"2022-09-16",农林牧渔,350,5,28,105,192,12,8
695,"2022-09-17",科教文体,22,0,3,9,9,1,0
696,"2022-09-17",公卫医疗,18,0,1,5,12,0,0
697,"2022-09-17",城乡建设,189,2,16,47,115,9,0
698,"2022-09-17",交通运输,13,1,1,2,9,0,0
699,"2022-09-17",农林牧渔,408,14,32,124,223,12,3
700,"2022-09-18",科教文体,188,5,18,64,90,6,5
701,"2022-09-18",公卫医疗,130,3,14,34,72,6,1
702,"2022-09-18",城乡建设,81,2,5,21,44,5,4
703,"2022-09-18",交通运输,404,8,16,120,231,25,4
704,"2022-09-18",农林牧渔,124,1,10,36,71,5,1
705,"2022-09-19",科教文体,533,9,51,140,306,19,8
706,"2022-09-19",公卫医疗,280,10,21,80,155,11,3
707,"2022-09-19",城乡建设,129,1,9,46,69,4,0
708,"2022-09-19",交通运输,91,1,4,26,56,3,1
709,"2022-09-19",农林牧渔,380,8,28,131,198,12,3
710,"2022-09-20",科教文体,819,14,48,250,466,31,10
711,"2022-09-20",公卫医疗,147,2,9,45,83,6,2
712,"2022-09-20",城乡建设,174,6,6,40,106,14,2
713,"2022-09-20",交通运输,3,0,1,0,2,0,0
714,"2022-09-20",农林牧渔,114,1,5,49,52,5,2
715,"2022-09-21",科教文体,206,3,11,57,127,8,0
716,"2022-09-21",公卫医疗,460,15,34,130,256,24,1
717,"2022-09-21",城乡建设,173,2,15,54,93,7,2
718,"2022-09-21",交通运输,86,0,6,38,37,5,0
719,"2022-09-21",农林牧渔,275,4,15,73,162,19,2
720,"2022-09-22",科教文体,10,0,2,2,6,0,0
721,"2022-09-22",公卫医疗,358,7,26,114,187,21,3
722,"2022-09-22",城乡建设,86,5,5,33,33,10,0
723,"2022-09-22",交通运输,92,3,6,22,51,7,3
724,"2022-09-22",农林牧渔,163,5,12,43,91,9,3
725,"2022-09-23",科教文体,115,4,8,41,56,4,2
726,"2022-09-23",公卫医疗,701,12,50,222,375,34,8
727,"2022-09-23",城乡建设,19,0,1,4,13,0,1
728,"2022-09-23",交通运输,497,6,37,120,298,30,6
729,"2022-09-23",农林牧渔,540,7,41,170,289,26,7
730,"2022-09-24",科教文体,256,5,14,85,140,9,3
731,"2022-09-24",公卫医疗,70,4,10,19,32,4,1
732,"2022-09-24",城乡建设,154,5,5,59,76,8,1
733,"2022-09-24",交通运输,4,0,0,0,3,1,0
734,"2022-09-24",农林牧渔,476,10,42,146,252,22,4
735,"2022-09-25",科教文体,211,8,13,67,110,11,2
736,"2022-09-25",公卫医疗,736,11,56,229,390,42,8
737,"2022-09-25",城乡建设,404,7,32,122,223,12,8
738,"2022-09-25",交通运输,202,1,20,49,116,14,2
739,"2022-09-25",农林牧渔,9,0,0,1,8,0,0
740,"2022-09-26",科教文体,114,3,10,28,64,9,0
741,"2022-09-26",公卫医疗,59,3,1,17,37,1,0
742,"2022-09-26",城乡建设,421,4,31,136,222,23,5
743,"2022-09-26",交通运输,434,5,31,134,232,25,7
744,"2022-09-26",农林牧渔,416,8,32,124,227,20,5
745,"2022-09-27",科教文体,45,0,2,14,26,1,2
746,"2022-09-27",公卫医疗,194,2,12,58,108,13,1
747,"2022-09-27",城乡建设,149,3,12,53,67,10,4
748,"2022-09-27",交通运输,275,7,24,77,151,15,1
749,"2022-09-27",农林牧渔,45,0,4,14,25,1,1
750,"2022-09-28",科教文体,122,0,11,35,72,4,0
751,"2022-09-28",公卫医疗,770,18,37,220,455,37,3
752,"2022-09-28",城乡建设,271,6,14,84,148,16,3
753,"2022-09-28",交通运输,32,2,4,7,18,1,0
754,"2022-09-28",农林牧渔,101,3,6,35,50,5,2
755,"2022-09-29",科教文体,515,12,37,133,291,33,9
756,"2022-09-29",公卫医疗,167,1,11,44,100,10,1
757,"2022-09-29",城乡建设,265,7,14,67,163,13,1
758,"2022-09-29",交通运输,69,2,4,18,41,3,1
759,"2022-09-29",农林牧渔,167,1,9,46,97,13,1
760,"2022-09-30",科教文体,4,0,0,0,3,1,0
761,"2022-09-30",公卫医疗,3,0,0,0,3,0,0
762,"2022-09-30",城乡建设,147,3,9,36,84,14,1
763,"2022-09-30",交通运输,965,17,70,290,532,44,12
764,"2022-09-30",农林牧渔,421,7,28,129,230,25,2
765,"2022-10-01",科教文体,209,6,11,57,120,14,1
766,"2022-10-01",公卫医疗,57,1,2,22,27,4,1
767,"2022-10-01",城乡建设,100,1,6,31,58,4,0
768,"2022-10-01",交通运输,65,0,5,19,36,3,2
769,"2022-10-01",农林牧渔,315,8,20,104,169,14,0
770,"2022-10-02",科教文体,156,2,12,43,90,9,0
771,"2022-10-02",公卫医疗,171,5,13,45,97,9,2
772,"2022-10-02",城乡建设,278,10,16,75,161,14,2
773,"2022-10-02",交通运输,106,2,11,32,57,3,1
774,"2022-10-02",农林牧渔,162,1,12,56,86,7,0
775,"2022-10-03",科教文体,5,0,0,1,4,0,0
776,"2022-10-03",公卫医疗,526,7,48,167,278,21,5
777,"2022-10-03",城乡建设,125,1,7,38,70,7,2
778,"2022-10-03",交通运输,120,3,8,36,69,3,1
779,"2022-10-03",农林牧渔,48,1,1,13,30,3,0
780,"2022-10-04",科教文体,208,4,16,68,112,8,0
781,"2022-10-04",公卫医疗,382,9,23,122,209,14,5
782,"2022-10-04",城乡建设,486,10,31,138,275,29,3
783,"2022-10-04",交通运输,256,5,18,72,149,9,3
784,"2022-10-04",农林牧渔,272,10,20,89,138,14,1
785,"2022-10-05",科教文体,23,0,3,7,12,1,0
786,"2022-10-05",公卫医疗,17,1,1,4,11,0,0
787,"2022-10-05",城乡建设,490,10,31,156,266,23,4
788,"2022-10-05",交通运输,24,1,6,9,8,0,0
789,"2022-10-05",农林牧渔,315,4,23,92,173,17,6
790,"2022-10-06",科教文体,389,10,27,116,212,17,7
791,"2022-10-06",公卫医疗,212,8,15,79,96,9,5
792,"2022-10-06",城乡建设,1224,21,92,330,704,66,11
793,"2022-10-06",交通运输,44,1,2,11,27,3,0
794,"2022-10-06",农林牧渔,68,1,4,22,36,5,0
795,"2022-10-07",科教文体,322,6,18,104,172,17,5
796,"2022-10-07",公卫医疗,52,0,1,12,38,1,0
797,"2022-10-07",城乡建设,547,10,35,156,302,34,10
798,"2022-10-07",交通运输,833,19,49,249,471,39,6
799,"2022-10-07",农林牧渔,296,8,21,79,169,16,3
800,"2022-10-08",科教文体,581,9,37,170,331,27,7
801,"2022-10-08",公卫医疗,75,3,6,22,41,3,0
802,"2022-10-08",城乡建设,189,5,14,53,107,9,1
803,"2022-10-08",交通运输,256,7,13,74,141,21,0
804,"2022-10-08",农林牧渔,206,5,10,66,113,10,2
805,"2022-10-09",科教文体,314,6,22,98,170,14,4
806,"2022-10-09",公卫医疗,889,13,51,250,516,52,7
807,"2022-10-09",城乡建设,126,3,4,27,80,10,2
808,"2022-10-09",交通运输,135,4,13,52,61,4,1
809,"2022-10-09",农林牧渔,80,1,4,26,44,4,1
810,"2022-10-10",科教文体,282,9,22,88,144,17,2
811,"2022-10-10",公卫医疗,536,13,39,159,293,29,3
812,"2022-10-10",城乡建设,337,6,25,101,179,21,5
813,"2022-10-10",交通运输,21,1,1,7,11,1,0
814,"2022-10-10",农林牧渔,134,3,10,44,72,5,0
815,"2022-10-11",科教文体,1236,28,72,377,682,64,13
816,"2022-10-11",公卫医疗,251,6,14,72,147,8,4
817,"2022-10-11",城乡建设,119,3,6,35,70,5,0
818,"2022-10-11",交通运输,93,3,8,29,47,4,2
819,"2022-10-11",农林牧渔,278,6,21,98,140,11,2
820,"2022-10-12",科教文体,262,4,21,73,141,18,5
821,"2022-10-12",公卫医疗,102,3,13,27,49,6,4
822,"2022-10-12",城乡建设,355,4,24,113,192,20,2
823,"2022-10-12",交通运输,368,12,30,108,198,16,4
824,"2022-10-12",农林牧渔,355,6,24,102,206,15,2
825,"2022-10-13",科教文体,421,8,31,127,218,27,10
826,"2022-10-13",公卫医疗,309,6,12,98,171,18,4
827,"2022-10-13",城乡建设,329,11,27,89,182,15,5
828,"2022-10-13",交通运输,292,6,20,100,148,13,5
829,"2022-10-13",农林牧渔,12,0,1,6,5,0,0
830,"2022-10-14",科教文体,967,25,58,316,513,45,10
831,"2022-10-14",公卫医疗,0,0,0,0,0,0,0
832,"2022-10-14",城乡建设,251,5,24,77,131,14,0
833,"2022-10-14",交通运输,32,0,4,8,18,2,0
834,"2022-10-14",农林牧渔,185,3,8,59,107,8,0
835,"2022-10-15",科教文体,51,0,2,18,27,4,0
836,"2022-10-15",公卫医疗,80,1,9,24,44,2,0
837,"2022-10-15",城乡建设,130,1,11,29,82,6,1
838,"2022-10-15",交通运输,464,3,29,128,272,28,4
839,"2022-10-15",农林牧渔,249,7,12,85,131,12,2
840,"2022-10-16",科教文体,91,3,3,32,43,8,2
841,"2022-10-16",公卫医疗,501,10,43,127,290,24,7
842,"2022-10-16",城乡建设,351,9,22,114,181,17,8
843,"2022-10-16",交通运输,150,5,8,46,85,5,1
844,"2022-10-16",农林牧渔,481,11,42,149,247,26,6
845,"2022-10-17",科教文体,137,1,7,43,78,6,2
846,"2022-10-17",公卫医疗,37,0,2,11,24,0,0
847,"2022-10-17",城乡建设,374,11,31,108,198,23,3
848,"2022-10-17",交通运输,101,4,3,34,54,4,2
849,"2022-10-17",农林牧渔,301,4,24,86,174,11,2
850,"2022-10-18",科教文体,800,13,55,234,459,33,6
851,"2022-10-18",公卫医疗,285,3,26,86,150,19,1
852,"2022-10-18",城乡建设,253,1,19,78,138,13,4
853,"2022-10-18",交通运输,13,0,2,4,6,1,0
854,"2022-10-18",农林牧渔,8,0,0,3,4,1,0
855,"2022-10-19",科教文体,79,0,7,27,44,0,1
856,"2022-10-19",公卫医疗,696,11,45,215,378,33,14
857,"2022-10-19",城乡建设,37,0,3,15,18,1,0
858,"2022-10-19",交通运输,290,4,22,104,150,8,2
859,"2022-10-19",农林牧渔,94,1,7,29,52,1,4
860,"2022-10-20",科教文体,408,6,30,113,228,28,3
861,"2022-10-20",公卫医疗,538,9,37,164,292,30,6
862,"2022-10-20",城乡建设,3,0,0,3,0,0,0
863,"2022-10-20",交通运输,257,5,17,80,145,8,2
864,"2022-10-20",农林牧渔,422,11,40,113,231,19,8
865,"2022-10-21",科教文体,498,9,41,134,280,30,4
866,"2022-10-21",公卫医疗,17,1,0,5,10,1,0
867,"2022-10-21",城乡建设,328,4,16,96,193,17,2
868,"2022-10-21",交通运输,292,12,19,92,153,15,1
869,"2022-10-21",农林牧渔,232,5,18,58,136,14,1
870,"2022-10-22",科教文体,166,3,16,45,92,10,0
871,"2022-10-22",公卫医疗,491,10,31,143,283,20,4
872,"2022-10-22",城乡建设,651,15,45,190,357,37,7
873,"2022-10-22",交通运输,512,14,38,148,293,14,5
874,"2022-10-22",农林牧渔,201,1,13,64,109,10,4
875,"2022-10-23",科教文体,61,2,3,21,31,3,1
876,"2022-10-23",公卫医疗,632,10,35,190,357,36,4
877,"2022-10-23",城乡建设,240,6,20,84,121,7,2
878,"2022-10-23",交通运输,88,0,4,28,55,0,1
879,"2022-10-23",农林牧渔,212,4,19,65,115,9,0
880,"2022-10-24",科教文体,87,2,7,24,50,3,1
881,"2022-10-24",公卫医疗,365,7,24,108,204,22,0
882,"2022-10-24",城乡建设,367,5,18,96,213,25,10
883,"2022-10-24",交通运输,750,24,57,214,406,40,9
