"md_id","busi_time","reply_total","receive_cnt","handle_cnt","hot_line_handle_cnt","reply_on_time_cnt","chan_type"
2267,"2025-06-07",108,233,66,63,53.0,1
2268,"2025-06-07",140,237,70,69,133.0,2
2269,"2025-06-08",338,679,242,81,308.0,1
2270,"2025-06-08",150,540,190,36,123.0,2
2271,"2025-06-09",178,217,31,58,117.0,1
2272,"2025-06-09",117,246,99,137,38.0,2
2273,"2025-06-10",166,354,160,142,50.0,1
2274,"2025-06-10",38,876,195,619,20.0,2
2275,"2025-06-11",781,944,154,666,160.0,1
2276,"2025-06-11",178,283,83,77,2.0,2
2277,"2025-06-12",137,203,59,84,51.0,1
2278,"2025-06-12",173,789,457,162,6.0,2
2279,"2025-06-13",477,752,247,290,71.0,1
2280,"2025-06-13",705,862,147,538,49.0,2
2281,"2025-06-14",243,592,307,235,31.0,1
2282,"2025-06-14",112,489,169,291,66.0,2
2283,"2025-06-15",345,904,222,96,319.0,1
2284,"2025-06-15",47,212,34,2,35.0,2
2285,"2025-06-16",415,617,141,417,382.0,1
2286,"2025-06-16",157,236,83,111,92.0,2
2287,"2025-06-17",164,340,37,168,9.0,1
2288,"2025-06-17",180,457,50,396,165.0,2
2289,"2025-06-18",83,325,102,215,76.0,1
2290,"2025-06-18",34,243,2,236,17.0,2
2291,"2025-06-19",916,955,524,40,442.0,1
2292,"2025-06-19",149,457,239,58,48.0,2
2293,"2025-06-20",409,761,206,494,20.0,1
2294,"2025-06-20",248,417,202,134,35.0,2
2295,"2025-06-21",661,886,225,234,441.0,1
2296,"2025-06-21",568,756,380,235,147.0,2
2297,"2025-06-22",71,743,394,232,64.0,1
2298,"2025-06-22",708,709,294,224,212.0,2
2299,"2025-06-23",285,538,167,153,222.0,1
2300,"2025-06-23",80,601,206,80,75.0,2
2301,"2025-06-24",495,997,364,33,452.0,1
2302,"2025-06-24",66,405,54,129,16.0,2
2303,"2025-06-25",425,652,94,217,214.0,1
2304,"2025-06-25",966,969,118,329,764.0,2
2305,"2025-06-26",486,496,290,72,9.0,1
2306,"2025-06-26",224,349,120,163,165.0,2
2307,"2025-06-27",72,349,97,177,61.0,1
2308,"2025-06-27",2,625,137,252,2.0,2
2309,"2025-06-28",102,860,144,643,44.0,1
2310,"2025-06-28",290,428,197,185,214.0,2
2311,"2025-06-29",48,671,354,235,2.0,1
2312,"2025-06-29",43,822,334,488,25.0,2
2313,"2025-06-30",647,655,372,133,488.0,1
2314,"2025-06-30",242,763,282,20,140.0,2
2315,"2025-07-01",351,561,17,221,51.0,1
2316,"2025-07-01",327,385,130,181,12.0,2
2317,"2025-07-02",193,279,35,103,137.0,1
2318,"2025-07-02",478,492,231,195,439.0,2
2319,"2025-07-03",490,652,288,159,218.0,1
2320,"2025-07-03",525,643,34,103,495.0,2
2321,"2025-07-04",227,293,132,108,192.0,1
2322,"2025-07-04",383,781,295,94,325.0,2
2323,"2025-07-05",137,334,51,185,100.0,1
2324,"2025-07-05",485,731,333,256,178.0,2
2325,"2025-07-06",475,684,235,306,350.0,1
2326,"2025-07-06",452,856,15,606,297.0,2
2327,"2025-07-07",285,851,44,120,186.0,1
2328,"2025-07-07",157,476,32,68,98.0,2
2329,"2025-07-08",20,554,240,26,15.0,1
2330,"2025-07-08",503,513,72,326,101.0,2
2331,"2025-07-09",784,899,235,2,484.0,1
2332,"2025-07-09",11,455,7,71,2.0,2
2333,"2025-07-10",528,537,184,84,242.0,1
2334,"2025-07-10",309,481,37,306,54.0,2
2335,"2025-07-11",407,787,136,644,53.0,1
2336,"2025-07-11",87,387,32,3,68.0,2
2337,"2025-07-12",162,352,45,138,88.0,1
2338,"2025-07-12",11,843,145,125,0.0,2
2339,"2025-07-13",49,310,153,95,35.0,1
2340,"2025-07-13",119,307,55,173,74.0,2
2341,"2025-07-14",450,908,177,679,214.0,1
2342,"2025-07-14",331,530,253,172,70.0,2
2343,"2025-07-15",410,620,228,236,171.0,1
2344,"2025-07-15",71,361,172,109,65.0,2
2345,"2025-07-16",341,637,24,173,34.0,1
2346,"2025-07-16",444,865,108,77,79.0,2
2347,"2025-07-17",607,951,13,362,496.0,1
2348,"2025-07-17",531,609,156,309,78.0,2
2349,"2025-07-18",574,726,105,73,427.0,1
2350,"2025-07-18",152,727,253,362,71.0,2
2351,"2025-07-19",70,220,22,61,35.0,1
2352,"2025-07-19",278,505,63,181,195.0,2
2353,"2025-07-20",438,772,62,87,423.0,1
2354,"2025-07-20",498,748,232,329,301.0,2
2355,"2025-07-21",226,230,33,66,132.0,1
2356,"2025-07-21",25,558,235,105,18.0,2
2357,"2025-07-22",560,706,367,289,239.0,1
2358,"2025-07-22",65,300,34,198,45.0,2
2359,"2025-07-23",86,368,7,292,44.0,1
2360,"2025-07-23",135,644,46,408,38.0,2
2361,"2025-07-24",30,252,35,156,0.0,1
2362,"2025-07-24",814,857,471,272,278.0,2
2363,"2025-07-25",48,633,366,143,4.0,1
2364,"2025-07-25",54,406,192,155,15.0,2
2365,"2025-07-26",257,350,23,15,49.0,1
2366,"2025-07-26",675,792,128,521,512.0,2
2367,"2025-07-27",124,350,110,195,37.0,1
2368,"2025-07-27",187,802,95,504,9.0,2
2369,"2025-07-28",222,260,120,85,158.0,1
2370,"2025-07-28",99,284,74,150,49.0,2
2371,"2025-07-29",706,799,229,155,483.0,1
2372,"2025-07-29",497,995,551,344,307.0,2
2373,"2025-07-30",343,473,162,225,304.0,1
2374,"2025-07-30",126,456,110,176,25.0,2
2375,"2025-07-31",170,571,103,258,140.0,1
2376,"2025-07-31",212,554,277,169,6.0,2
2377,"2025-08-01",553,841,144,547,374.0,1
2378,"2025-08-01",371,539,201,61,349.0,2
